OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
,,,2023-06-07T00:00:00.000+0000,,"Dear Officer,
With reference to the complaints against IISER Pune officials, kindly listen to the audio file linked below which is a recording of my telephonic conversation (27/04/2023 1950 hrs) with Shri Suhas Potdar, the police officer subordinate to the IO at Chatushringi Police Station, Pune. He listened to both the parties and was the only officer interrogating me in the matter.

drive.google.com/file/d/1KunlZ8vyBshvz0E984o9WhRQnFVTmLoP/view?usp=sharing

 It is clear from this conversation that the false complaint against me was abetted by IISER officials and they misused their influence unduly to affect my arrest. Kindly note further that in November 2021, I shared a video with the Dean (Student Activities) that was recorded earlier by Ms. Vandana Sharma and which showed the Registrar (G. Rajasekhar Reddy) cleaning up his male member with a tissue paper. It was evident from the video that the said official was in a venereal relationship with Sharma (such relationships are very common at the institute, see earlier reminders). My sole purpose behind sharing this video was to convey to the Dean that the institutional proceedings against me cannot remain unbiased in these circumstances. However, my email was seized by the Institute after that and in the FIR I was falsely charged with obscenity. The police officers asked me to delete the video and to delete any other media that I might have related to Ms. Sharma."
,,,2023-02-10T00:00:00.000+0000,0.0,DPG/Z/2023/90388 
,,,2023-03-13T00:00:00.000+0000,,
Sh. Rajeev Chhabra (Dy Secretary),,,2023-03-13T00:00:00.000+0000,, Education
Kalyan Singh Rawat (DEO),,,2023-03-13T00:00:00.000+0000,," This complaint is forwarded on behalf of Govt. of NCT Delhi for taking suitable action to address the grievance. It shall be resolved promptly as per time line and instructions issued vide OM No. S-15/21/2021-O/O DS(PG)-DARPG(7085) dated 27/07/2022 issued by Govt. of India, Ministry of Personnel, Public Grievance and Pensions, Department of Administrative Reforms and Public Grievance(PG division). Upload an action taken report on this website, immediately thereafter. While addressing the grievances, may adhere to the standard practice which includes the following: (i) Grievances be addressed in accordance with the provisions of applicable laws /rules and procedures. (ii) May adopt fair and transparent approach to redress the grievances. (iii) A self-contained redressal report needs to be uploaded. (iv) If the grievance cannot be redressed, a well-reasoned explanatory report be uploaded. (v) If the grievance falls beyond the functional / geographical jurisdiction of the Department, the same may be brought out in explanatory report to be up-linked. Further while disposing grievances if report or any supporting document is to be attached and required to be shown to the complainant, in that case ‘yes’ option should be selected."
Ms.NEELAM YADAV (Dy. Director Of Education HQ),,,2023-03-14T00:00:00.000+0000,, 
SH. ASHOK KUMAR (Deputy Director of Education),,,2023-03-23T00:00:00.000+0000,, The matter is forwarded to the zonal authorities to enquire the complaint and submit the report.
SH. ASHOK KUMAR (Deputy Director of Education),,,2023-04-01T00:00:00.000+0000,," The above matter is not clear, the applicant has not mention particular of official/officer whose claim is pending he also not provided the detail of school in which the official serving now.
Therefore, competent authority is requested to obtain the actual detail so the matter can be resolved."
Ms. RENU (Dy. Director Of Education HQ),,,2023-04-03T00:00:00.000+0000,," The above matter is not clear, the applicant has not mention particular of official/officer whose claim is pending he also not provided the detail of school in which the official serving now.
Provide the actual detail so the matter can be resolved."
Ms. RENU (Dy. Director Of Education HQ),,,2023-04-03T00:00:00.000+0000,, as per grievance the official was working in DA.V senior secondary school no 2 Delhi shadara 110031 and expired in 2018. please submit revised reply.
SH. TEJ PRAKASH (Dy. Director Of Education HQ),,,2023-05-17T00:00:00.000+0000,, Please submit the final reply.
,,,2023-02-10T00:00:00.000+0000,0.0,DPG/Z/2023/90390 
,,,2023-03-13T00:00:00.000+0000,,
Shri Samsul Haque (Deputy Secretary),,,2023-03-13T00:00:00.000+0000,, 
Mr Rohit Jha (Deputy Director NHA),,,2023-03-13T00:00:00.000+0000,, The case does not pertain to PM-JAY scheme at NHA. 
Shri Samsul Haque (Deputy Secretary),,,2023-03-13T00:00:00.000+0000,, not pertain to MOHFW
,,,2023-02-10T00:00:00.000+0000,0.0,DPG/Z/2023/90395 
,,,2023-03-13T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-03-13T00:00:00.000+0000,,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-03-29T00:00:00.000+0000,,श्रीमान् आख्या संलग्न कर सादर अवलोकनार्थ प्रेषित है आख्या अवलोकनार्थ प्रेषित है
,,,2023-02-10T00:00:00.000+0000,0.0,DPG/Z/2023/90396 
,,,2023-03-13T00:00:00.000+0000,,
K. LAKSHMI PRASAD (Joint Director),,,2023-03-14T00:00:00.000+0000,, Matter does not pertain to the M/o Corporate Affairs. Please forward this grievance to appropriate authority i.e. Ministry of Labour & Employment.
,,,2023-02-10T00:00:00.000+0000,0.0,DPG/Z/2023/90397 
,,,2023-03-13T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-03-13T00:00:00.000+0000,,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-05-16T00:00:00.000+0000,,आवेदक का प्रार्थना पत्र अपलोड नहीं है प्रकरण की विषय वस्तु एवं सम्बंधित विभाग स्पष्ट नहीं होने के कारण कार्यवाही संभव नही है स्पष्ट विवरण प्रेषित किया जाय
,,,2023-02-10T00:00:00.000+0000,0.0,DPG/Z/2023/90431 
,,,2023-03-13T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-09T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-09T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-09T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-09T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-09T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-09T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-09T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-09T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-09T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-09T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-09T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-09T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-09T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-09T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-09T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-09T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-09T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-09T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-10T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-10T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-10T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-10T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-30T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-01-31T00:00:00.000+0000,1.0, 
Ankita (DEO),,,2023-02-02T00:00:00.000+0000,2.0, 
AWADHESH KUMAR SINGH (RPFC I),,,2023-02-03T00:00:00.000+0000,1.0, Please find attached herewith copy of reply vide letter number GJ/AHD/ENF-II/Cir-02/50375/5426 dated 25/01/2023. This is for kind information please.
Makhan Lal (Section Officer),,,2023-02-03T00:00:00.000+0000,0.0," Please find attached herewith copy of reply vide letter number GJ/AHD/ENF-II/Cir-02/50375/5426 dated 25/01/2023. This is for kind information please.	AWADHESH KUMAR SINGH (RPFC I)	
"
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-10T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-10T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-03-14T00:00:00.000+0000,0.0,
K. M. AGRAWAL (OFFICER IN CHARGE P.G.R.),,,2023-03-14T00:00:00.000+0000,0.0," Inadequate details, Kindly file an FIR at your nearest police station in this regards with details"
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-10T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-10T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-03-14T00:00:00.000+0000,0.0,
"CMHL_Backend1, Backend",,,2023-03-15T00:00:00.000+0000,1.0,Grievance received by Subordinate Organisation from Web API
,,,2023-03-31T00:00:00.000+0000,,MP ICDS ATER BHIND
"श्री राहुल गुप्ता, सी डी पी ओ अटेर",,,2023-04-18T00:00:00.000+0000,34.0,Closed
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-09T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-09T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-01T00:00:00.000+0000,,No progress till date.
,,,2023-03-14T00:00:00.000+0000,0.0,
OSD BO 05 (OSD),,,2023-03-15T00:00:00.000+0000,1.0, Please get the grievance redressed at an appropriate level and send a suitable reply to the petitioner after doing the needful and upload the same on the portal along with your final ATR.
Betsy Rajagopal (General Manager),,,2023-03-16T00:00:00.000+0000,1.0," कृपया शिकायत की जांच समयबद्ध रूप से करने की व्‍यवस्‍था करें और शिकायतकर्ता को उपयुक्त उत्तर भेजें । और उसके निपटान के तुरंत बाद शिकायतकर्ता को भेजें गए उत्तर को सीपीग्राम्स पोर्टल पर भी अपनी टिप्पणी/ कार्रवाई के साथ अपलोड करें। 
Kindly arrange to examine and redress the grievance and give appropriate reply to the complainant within a time bound manner. After redressal, a copy of reply given to complainant alongwith your comments/action may be uploaded on the CPGRAMS portal. 
"
Babu Mony (Manager Client Experiennce),,,2023-03-16T00:00:00.000+0000,0.0, Response attached
Betsy Rajagopal (General Manager),,,2023-03-16T00:00:00.000+0000,0.0, Bank replied. Copy attached. The complaint may be closed.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-09T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-09T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-09T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-09T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-09T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-09T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-09T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-09T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-03-14T00:00:00.000+0000,0.0,
"Aarti Balodi, Nodal Officer",,,2023-03-14T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Aarti Balodi, Nodal Officer",,,2023-03-17T00:00:00.000+0000,3.0,As per VOC with the Complainant as on date 17/3/2023 complaint disposed.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-03-14T00:00:00.000+0000,0.0,
Govind Mainkar (U S Retired),,,2023-03-14T00:00:00.000+0000,0.0,roads
Pradnya Walke (Deputy Secretary road),,,2023-04-19T00:00:00.000+0000,36.0, 
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-09T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-09T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-03-14T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-03-15T00:00:00.000+0000,1.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-03-18T00:00:00.000+0000,3.0,"अधीनस्थ अधिकारी के स्तर पर निस्तारित आपके शिकायत के संदर्भ मे अधिशासी अभियंता, निर्माण खंड आगरा 01 के पत्रांक 454 IGRS 38 दिनांक 17 03 2023 व्दारा आख्या प्रेषित की है छाया प्रति संलग्न"
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-10T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-10T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-10T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-10T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-10T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-10T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-10T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-10T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-10T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-10T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-02-10T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-02-10T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-01-30T00:00:00.000+0000,0.0,
Section Officer PG-MH (SO),,,2023-01-31T00:00:00.000+0000,1.0,Repeated Grievance.
,,,2023-01-27T00:00:00.000+0000,,
,,,2023-03-14T00:00:00.000+0000,0.0,
Shri Charanjit Gulati (Under Secretary),,,2023-03-14T00:00:00.000+0000,0.0, 
Ms. Deepika Sur (Project Co-ordinator),,,2023-04-03T00:00:00.000+0000,20.0,"The grievance has already been taken up with the company by NCH vide INGRAM docket no. 4336849 dtd. 09/03/2023. The company has responded that customer is facing network issue at location House NO.291 Puthengady House Mulanthuruthy Mulanthuruthy 9.586452300000001, 76.5155834. Our Network engineers had checked customer location and observed fair coverage. We submit that the existing site serving the mentioned location is highly utilized due to which customer is facing such issues. These issues can only be addressed by a new site in the vicinity. However, we regret to inform that currently, no immediate solution is available due to technical and site acquisition issues at the location. Further, we would not be able to convey the exact timelines as the issue is beyond our control. Our network is constantly growing and our team is continually working to explore further opportunities for expanding our coverage. However, improvement in the experience may not be instantaneous. You may also track your grievance https://consumerhelpline.gov.in/user/track-complaint.php. If you are not satisfied with the company response and you would like to pursue the case with the company for further relief/ compensation in the absence of suitable/ acceptable redressal, you may file a case at the designated Consumer Commission online. Please visit https://edaakhil.nic.in/edaakhil/faces/login.xhtml. Facility of hearing over video-conferencing is also available as per provision Section 38 (6) of the Consumer Protection Act, 2019 provided that the District Commission may, on sufficient cause being shown, and after recording its reasons in writing, allow the same. Complaints filed in the Consumer Commissions are attempted to be disposed off within a period of three months from the date of receipt of notice by the opposite party. In case you wish to file a case offline, you may do so at the designated Consumer Commission from a place of your convenience. "
